parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	22749	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	22835	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	23328	80	19	503	467	681	8	3
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	23017	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	22774	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	22301	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	22838	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	23746	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	23221	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	23093	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	22429	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	22611	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	22528	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	22926	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	22453	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	22933	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	23255	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	22603	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	22902	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	23292	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	23584	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	22723	80	38	1006	594	1238	10	4
2015-09-14 14:29:03	6	TCP	10.247.106.27	172.20.0.4	23693	80	38	1006	594	1238	10	4
