parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-14 15:05:00	6	TCP	10.13.77.49	172.20.0.3	46040	25	0	0	112	58	2	1
2015-09-14 15:05:00	6	TCP	10.13.77.49	172.20.0.3	59360	80	0	0	112	58	2	1
2015-09-14 15:05:00	6	TCP	10.13.77.49	172.20.0.3	41125	25	0	0	112	58	2	1
2015-09-14 15:05:00	6	TCP	10.13.77.49	172.20.0.3	59071	80	0	0	112	58	2	1
2015-09-14 15:05:02	6	TCP	10.13.77.49	172.20.0.3	41126	25	0	0	112	58	2	1
2015-09-14 15:05:02	6	TCP	10.13.77.49	172.20.0.3	46041	25	0	0	112	58	2	1
2015-09-14 15:05:02	6	TCP	10.13.77.49	172.20.0.3	59072	80	0	0	112	58	2	1
2015-09-14 15:05:04	6	TCP	10.13.77.49	172.20.0.3	46042	25	0	0	112	58	2	1
2015-09-14 15:05:04	6	TCP	10.13.77.49	172.20.0.3	59073	80	0	0	112	58	2	1
2015-09-14 15:05:04	6	TCP	10.13.77.49	172.20.0.3	59361	80	0	0	54	0	1	0
2015-09-14 15:05:05	6	TCP	10.13.77.49	172.20.0.3	59362	80	0	0	112	58	2	1
2015-09-14 15:05:05	6	TCP	10.13.77.49	172.20.0.3	59074	80	0	0	112	58	2	1
2015-09-14 15:05:05	6	TCP	10.13.77.49	172.20.0.3	46043	25	0	0	112	58	2	1
2015-09-14 15:05:05	6	TCP	10.13.77.49	172.20.0.3	41127	25	0	0	112	58	2	1
2015-09-14 15:05:06	6	TCP	10.13.77.49	172.20.0.3	41128	25	0	0	112	58	2	1
2015-09-14 15:05:07	6	TCP	10.13.77.49	172.20.0.3	46044	25	0	0	112	58	2	1
2015-09-14 15:05:07	6	TCP	10.13.77.49	172.20.0.3	59075	80	0	0	112	58	2	1
2015-09-14 15:05:07	6	TCP	10.13.77.49	172.20.0.3	59363	80	0	0	112	58	2	1
2015-09-14 15:05:08	6	TCP	10.13.77.49	172.20.0.3	59076	80	0	0	112	58	2	1
2015-09-14 15:05:08	6	TCP	10.13.77.49	172.20.0.3	59364	80	0	0	112	58	2	1
2015-09-14 15:05:08	6	TCP	10.13.77.49	172.20.0.3	41129	25	0	0	112	58	2	1
2015-09-14 15:05:09	6	TCP	10.13.77.49	172.20.0.3	46045	25	0	0	112	58	2	1
2015-09-14 15:05:10	6	TCP	10.13.77.49	172.20.0.3	41130	25	0	0	112	58	2	1
2015-09-14 15:05:10	6	TCP	10.13.77.49	172.20.0.3	59365	80	0	0	112	58	2	1
2015-09-14 15:05:11	6	TCP	10.13.77.49	172.20.0.3	59077	80	0	0	112	58	2	1
2015-09-14 15:05:11	6	TCP	10.13.77.49	172.20.0.3	46046	25	0	0	112	58	2	1
