parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-14 15:02:01	6	TCP	10.138.235.111	172.10.0.2	61425	3389	0	0	58	0	1	0
2015-09-14 15:02:11	6	TCP	10.138.235.111	172.10.0.2	61427	3389	0	0	112	58	2	1
2015-09-14 15:02:12	6	TCP	10.138.235.111	172.10.0.2	61426	3389	0	0	112	116	2	2
2015-09-14 15:02:12	6	TCP	10.138.235.111	172.10.0.2	61428	3389	0	0	58	0	1	0
2015-09-14 15:02:14	6	TCP	10.138.235.111	172.10.0.2	61429	3389	0	0	58	0	1	0
2015-09-14 15:02:18	6	TCP	10.138.235.111	172.10.0.2	61430	3389	0	0	58	0	1	0
2015-09-14 15:02:24	6	TCP	10.138.235.111	172.10.0.2	61431	3389	0	0	58	0	1	0
2015-09-14 15:02:28	6	TCP	10.138.235.111	172.10.0.2	61432	3389	0	0	58	0	1	0
2015-09-14 15:02:37	6	TCP	10.138.235.111	172.10.0.2	61434	3389	0	0	58	0	1	0
2015-09-14 15:02:42	6	TCP	10.138.235.111	172.10.0.2	61435	3389	0	0	112	58	2	1
2015-09-14 15:02:44	6	TCP	10.138.235.111	172.10.0.2	61436	3389	0	0	58	0	1	0
2015-09-14 15:02:48	6	TCP	10.138.235.111	172.10.0.2	61437	3389	0	0	58	0	1	0
2015-09-14 15:02:53	6	TCP	10.138.235.111	172.10.0.2	61438	3389	0	0	58	0	1	0
2015-09-14 15:02:59	6	TCP	10.138.235.111	172.10.0.2	61439	3389	0	0	58	0	1	0
