parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-11 11:42:00	6	TCP	10.12.15.152	172.30.0.7	60897	80	0	0	112	58	2	1
2015-09-11 11:42:02	6	TCP	10.12.15.152	172.30.0.7	60898	80	0	0	112	58	2	1
2015-09-11 11:42:03	6	TCP	10.12.15.152	172.30.0.7	60899	80	0	0	112	58	2	1
2015-09-11 11:42:04	6	TCP	10.12.15.152	172.30.0.7	60900	80	0	0	112	58	2	1
2015-09-11 11:42:06	6	TCP	10.12.15.152	172.30.0.7	60901	80	0	0	112	58	2	1
2015-09-11 11:42:07	6	TCP	10.12.15.152	172.30.0.7	60902	80	0	0	112	58	2	1
2015-09-11 11:42:09	6	TCP	10.12.15.152	172.30.0.7	60903	80	0	0	112	58	2	1
2015-09-11 11:42:10	6	TCP	10.12.15.152	172.30.0.7	60904	80	0	0	112	58	2	1
2015-09-11 11:42:11	6	TCP	10.12.15.152	172.30.0.7	60905	80	0	0	112	58	2	1
2015-09-11 11:42:13	6	TCP	10.12.15.152	172.30.0.7	60906	80	0	0	112	58	2	1
2015-09-11 11:42:14	6	TCP	10.12.15.152	172.30.0.7	60907	80	0	0	112	58	2	1
2015-09-11 11:42:16	6	TCP	172.30.0.7	10.12.15.152	80	60908	0	0	58	112	1	2
2015-09-11 11:42:17	6	TCP	10.12.15.152	172.30.0.7	60909	80	0	0	112	58	2	1
2015-09-11 11:42:18	6	TCP	10.12.15.152	172.30.0.7	60910	80	0	0	112	58	2	1
2015-09-11 11:42:20	6	TCP	10.12.15.152	172.30.0.7	60911	80	0	0	112	58	2	1
2015-09-11 11:42:21	6	TCP	10.12.15.152	172.30.0.7	60912	80	0	0	112	58	2	1
2015-09-11 11:42:23	6	TCP	10.12.15.152	172.30.0.7	60913	80	0	0	112	58	2	1
2015-09-11 11:42:24	6	TCP	10.12.15.152	172.30.0.7	60914	80	0	0	112	58	2	1
2015-09-11 11:42:25	6	TCP	10.12.15.152	172.30.0.7	60915	80	0	0	112	58	2	1
2015-09-11 11:42:27	6	TCP	10.12.15.152	172.30.0.7	60916	80	0	0	112	58	2	1
2015-09-11 11:42:28	6	TCP	10.12.15.152	172.30.0.7	60917	80	0	0	112	58	2	1
2015-09-11 11:42:30	6	TCP	10.12.15.152	172.30.0.7	60918	80	0	0	112	58	2	1
2015-09-11 11:42:31	6	TCP	10.12.15.152	172.30.0.7	60919	80	0	0	112	58	2	1
2015-09-11 11:42:32	6	TCP	10.12.15.152	172.30.0.7	60920	80	0	0	112	58	2	1
2015-09-11 11:42:34	6	TCP	10.12.15.152	172.30.0.7	60921	80	0	0	112	58	2	1
2015-09-11 11:42:35	6	TCP	10.12.15.152	172.30.0.7	60922	80	0	0	112	58	2	1
2015-09-11 11:42:37	6	TCP	10.12.15.152	172.30.0.7	60923	80	0	0	112	58	2	1
2015-09-11 11:42:38	6	TCP	10.12.15.152	172.30.0.7	60924	80	0	0	112	58	2	1
2015-09-11 11:42:39	6	TCP	10.12.15.152	172.30.0.7	60925	80	0	0	112	58	2	1
2015-09-11 11:42:41	6	TCP	10.12.15.152	172.30.0.7	60926	80	0	0	112	58	2	1
2015-09-11 11:42:42	6	TCP	10.12.15.152	172.30.0.7	60927	80	0	0	112	58	2	1
2015-09-11 11:42:44	6	TCP	10.12.15.152	172.30.0.7	60928	80	0	0	112	58	2	1
2015-09-11 11:42:45	6	TCP	10.12.15.152	172.30.0.7	60929	80	0	0	112	58	2	1
2015-09-11 11:42:46	6	TCP	10.12.15.152	172.30.0.7	60930	80	0	0	112	58	2	1
2015-09-11 11:42:48	6	TCP	10.12.15.152	172.30.0.7	60931	80	0	0	112	58	2	1
2015-09-11 11:42:49	6	TCP	10.12.15.152	172.30.0.7	60932	80	0	0	112	58	2	1
2015-09-11 11:42:51	6	TCP	10.12.15.152	172.30.0.7	60933	80	0	0	112	58	2	1
2015-09-11 11:42:52	6	TCP	10.12.15.152	172.30.0.7	60934	80	0	0	112	58	2	1
2015-09-11 11:42:53	6	TCP	10.12.15.152	172.30.0.7	60935	80	0	0	112	58	2	1
2015-09-11 11:42:55	6	TCP	10.12.15.152	172.30.0.7	60936	80	0	0	112	58	2	1
2015-09-11 11:42:56	6	TCP	10.12.15.152	172.30.0.7	60937	80	0	0	112	58	2	1
2015-09-11 11:42:58	6	TCP	10.12.15.152	172.30.0.7	60938	80	0	0	112	58	2	1
2015-09-11 11:42:59	6	TCP	10.12.15.152	172.30.0.7	60939	80	0	0	112	58	2	1
