parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5111	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5005	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5083	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5051	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5079	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32916	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32974	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5011	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5004	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5077	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5065	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5052	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5045	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33025	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33068	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32969	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32983	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32984	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32990	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5009	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5015	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5016	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5014	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5023	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33023	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5036	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32966	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5047	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5030	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5049	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5050	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33030	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5058	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33076	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33032	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5088	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5115	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5118	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5087	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5109	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5021	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5131	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5110	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5085	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33034	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5069	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5034	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5066	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32975	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5106	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5043	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33028	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32981	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5073	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33080	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33020	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5067	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33070	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33077	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33031	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5116	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5064	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5062	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5061	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32964	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32980	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5044	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32961	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5120	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5017	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5022	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32959	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32970	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33075	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5078	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5123	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32958	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32963	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32965	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32968	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33027	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32977	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32978	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5119	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5104	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5086	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33035	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5082	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32972	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32967	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	33065	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5010	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5084	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5041	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5026	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5037	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5071	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	32957	80	19	503	243	619	4	2
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5038	80	19	503	297	673	5	3
2015-09-11 12:02:00	6	TCP	10.12.14.15	172.10.0.4	5006	80	19	503	297	673	5	3
