parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-14 15:16:00	6	TCP	10.13.77.49	172.10.0.2	47120	3389	0	0	58	0	1	0
2015-09-14 15:16:02	6	TCP	10.13.77.49	172.10.0.2	47121	3389	0	0	58	0	1	0
2015-09-14 15:16:03	6	TCP	10.13.77.49	172.10.0.2	47122	3389	0	0	58	0	1	0
2015-09-14 15:16:05	6	TCP	10.13.77.49	172.10.0.2	47123	3389	0	0	58	0	1	0
2015-09-14 15:16:06	6	TCP	10.13.77.49	172.10.0.2	47124	3389	0	0	58	0	1	0
2015-09-14 15:16:08	6	TCP	10.13.77.49	172.10.0.2	47125	3389	0	0	58	0	1	0
2015-09-14 15:16:09	6	TCP	10.13.77.49	172.10.0.2	47126	3389	0	0	58	0	1	0
2015-09-14 15:16:11	6	TCP	10.13.77.49	172.10.0.2	47127	3389	0	0	112	58	2	1
2015-09-14 15:16:12	6	TCP	10.13.77.49	172.10.0.2	47128	3389	0	0	58	0	1	0
2015-09-14 15:16:14	6	TCP	10.13.77.49	172.10.0.2	47129	3389	0	0	58	0	1	0
2015-09-14 15:16:15	6	TCP	10.13.77.49	172.10.0.2	47130	3389	0	0	58	0	1	0
2015-09-14 15:16:17	6	TCP	10.13.77.49	172.10.0.2	47131	3389	0	0	58	0	1	0
2015-09-14 15:16:18	6	TCP	10.13.77.49	172.10.0.2	47132	3389	0	0	58	0	1	0
2015-09-14 15:16:20	6	TCP	10.13.77.49	172.10.0.2	47133	3389	0	0	58	0	1	0
2015-09-14 15:16:21	6	TCP	10.13.77.49	172.10.0.2	47134	3389	0	0	58	0	1	0
2015-09-14 15:16:23	6	TCP	10.13.77.49	172.10.0.2	47135	3389	0	0	58	0	1	0
2015-09-14 15:16:24	6	TCP	10.13.77.49	172.10.0.2	47136	3389	0	0	58	0	1	0
2015-09-14 15:16:26	6	TCP	10.13.77.49	172.10.0.2	47137	3389	0	0	58	0	1	0
2015-09-14 15:16:27	6	TCP	10.13.77.49	172.10.0.2	47138	3389	0	0	58	0	1	0
2015-09-14 15:16:29	6	TCP	10.13.77.49	172.10.0.2	47139	3389	0	0	58	0	1	0
2015-09-14 15:16:30	6	TCP	10.13.77.49	172.10.0.2	47140	3389	0	0	58	0	1	0
2015-09-14 15:16:32	6	TCP	10.13.77.49	172.10.0.2	47141	3389	0	0	58	0	1	0
2015-09-14 15:16:33	6	TCP	10.13.77.49	172.10.0.2	47142	3389	0	0	58	0	1	0
2015-09-14 15:16:35	6	TCP	10.13.77.49	172.10.0.2	47143	3389	0	0	58	0	1	0
2015-09-14 15:16:36	6	TCP	10.13.77.49	172.10.0.2	47144	3389	0	0	58	0	1	0
2015-09-14 15:16:38	6	TCP	10.13.77.49	172.10.0.2	47145	3389	0	0	58	0	1	0
2015-09-14 15:16:39	6	TCP	10.13.77.49	172.10.0.2	47146	3389	0	0	58	0	1	0
2015-09-14 15:16:41	6	TCP	10.13.77.49	172.10.0.2	47147	3389	0	0	58	0	1	0
2015-09-14 15:16:42	6	TCP	10.13.77.49	172.10.0.2	47148	3389	0	0	112	58	2	1
2015-09-14 15:16:44	6	TCP	10.13.77.49	172.10.0.2	47149	3389	0	0	58	0	1	0
2015-09-14 15:16:45	6	TCP	10.13.77.49	172.10.0.2	47150	3389	0	0	58	0	1	0
2015-09-14 15:16:46	6	TCP	10.13.77.49	172.10.0.2	46896	3389	0	0	58	0	1	0
2015-09-14 15:16:48	6	TCP	10.13.77.49	172.10.0.2	46897	3389	0	0	58	0	1	0
2015-09-14 15:16:49	6	TCP	10.13.77.49	172.10.0.2	46898	3389	0	0	58	0	1	0
2015-09-14 15:16:51	6	TCP	10.13.77.49	172.10.0.2	46899	3389	0	0	58	0	1	0
2015-09-14 15:16:52	6	TCP	10.13.77.49	172.10.0.2	46900	3389	0	0	58	0	1	0
2015-09-14 15:16:53	1	OTHER	10.13.77.49	172.10.0.2	0	0	0	0	354	354	2	2
2015-09-14 15:16:54	6	TCP	10.13.77.49	172.10.0.2	46901	3389	0	0	58	0	1	0
2015-09-14 15:16:55	6	TCP	10.13.77.49	172.10.0.2	46902	3389	0	0	58	0	1	0
2015-09-14 15:16:57	6	TCP	10.13.77.49	172.10.0.2	46903	3389	0	0	58	0	1	0
2015-09-14 15:16:58	6	TCP	10.13.77.49	172.10.0.2	46904	3389	0	0	58	0	1	0
