parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-14 14:47:00	6	TCP	10.13.77.49	172.30.0.4	5150	80	19	503	243	619	4	2
2015-09-14 14:47:00	6	TCP	10.13.77.49	172.30.0.4	5227	80	19	503	243	619	4	2
2015-09-14 14:47:00	6	TCP	10.13.77.49	172.30.0.4	5232	80	19	503	243	619	4	2
2015-09-14 14:47:00	6	TCP	10.13.77.49	172.30.0.4	5149	80	19	503	243	619	4	2
2015-09-14 14:47:00	6	TCP	10.13.77.49	172.30.0.4	5225	80	19	503	243	619	4	2
2015-09-14 14:47:00	6	TCP	10.13.77.49	172.30.0.4	5148	80	19	503	243	619	4	2
2015-09-14 14:47:00	6	TCP	10.13.77.49	172.30.0.4	5230	80	19	503	243	619	4	2
2015-09-14 14:47:00	6	TCP	10.13.77.49	172.30.0.4	5231	80	19	503	243	619	4	2
2015-09-14 14:47:01	6	TCP	10.13.77.49	172.30.0.4	5329	80	19	503	243	619	4	2
2015-09-14 14:47:01	6	TCP	10.13.77.49	172.30.0.4	5332	80	19	503	243	619	4	2
2015-09-14 14:47:01	6	TCP	10.13.77.49	172.30.0.4	5330	80	19	503	243	619	4	2
2015-09-14 14:47:01	6	TCP	10.13.77.49	172.30.0.4	5335	80	19	503	243	619	4	2
2015-09-14 14:47:01	6	TCP	10.13.77.49	172.30.0.4	5340	80	19	503	243	619	4	2
2015-09-14 14:47:01	6	TCP	10.13.77.49	172.30.0.4	5333	80	19	503	243	619	4	2
2015-09-14 14:47:01	6	TCP	10.13.77.49	172.30.0.4	5331	80	19	503	243	619	4	2
2015-09-14 14:47:01	6	TCP	10.13.77.49	172.30.0.4	5393	80	19	503	243	619	4	2
2015-09-14 14:47:02	6	TCP	10.13.77.49	172.30.0.4	5621	80	19	503	243	619	4	2
2015-09-14 14:47:02	6	TCP	10.13.77.49	172.30.0.4	4937	80	19	503	297	619	5	2
2015-09-14 14:47:02	6	TCP	10.13.77.49	172.30.0.4	4625	80	19	503	297	619	5	2
2015-09-14 14:47:02	6	TCP	10.13.77.49	172.30.0.4	5246	80	19	503	235	557	4	1
2015-09-14 14:47:02	6	TCP	10.13.77.49	172.30.0.4	5099	80	19	503	297	619	5	2
2015-09-14 14:47:02	6	TCP	10.13.77.49	172.30.0.4	4406	80	19	503	297	619	5	2
2015-09-14 14:47:02	6	TCP	10.13.77.49	172.30.0.4	5418	80	19	503	297	619	5	2
2015-09-14 14:47:02	6	TCP	10.13.77.49	172.30.0.4	5081	80	19	503	297	619	5	2
2015-09-14 14:47:02	6	TCP	10.13.77.49	172.30.0.4	5191	80	19	503	297	619	5	2
2015-09-14 14:47:02	6	TCP	10.13.77.49	172.30.0.4	4881	80	19	503	297	619	5	2
