parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-11 21:18:35	6	TCP	10.6.6.7	172.20.0.3	36931	25	0	94	224	318	4	4
2015-09-11 21:18:42	6	TCP	10.6.6.7	172.20.0.3	36932	80	18	1412	296	1636	5	4
2015-09-11 21:18:56	6	TCP	10.6.6.7	172.20.0.3	52243	25	0	0	256	148	4	2
2015-09-11 21:18:56	6	TCP	10.6.6.7	172.20.0.3	52242	25	0	0	256	148	4	2
2015-09-11 21:18:56	6	TCP	10.6.6.7	172.20.0.3	52244	25	0	0	256	148	4	2
2015-09-11 21:18:57	1	OTHER	10.6.6.7	172.20.0.3	0	0	0	0	708	708	4	4
2015-09-11 21:18:57	6	TCP	10.6.6.7	172.20.0.3	52246	25	0	0	256	148	4	2
2015-09-11 21:18:57	6	TCP	10.6.6.7	172.20.0.3	52254	25	0	0	240	132	4	2
2015-09-11 21:18:57	6	TCP	10.6.6.7	172.20.0.3	52247	25	0	0	248	140	4	2
2015-09-11 21:18:57	6	TCP	10.6.6.7	172.20.0.3	52245	25	0	0	248	148	4	2
