parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-14 16:14:01	6	TCP	10.138.235.111	172.10.0.2	61455	3389	0	0	58	0	1	0
2015-09-14 16:14:02	6	TCP	10.138.235.111	172.10.0.2	61456	3389	0	0	58	0	1	0
2015-09-14 16:14:04	6	TCP	10.138.235.111	172.10.0.2	61457	3389	0	0	112	58	2	1
2015-09-14 16:14:05	6	TCP	10.138.235.111	172.10.0.2	61458	3389	0	0	58	0	1	0
2015-09-14 16:14:08	6	TCP	10.138.235.111	172.10.0.2	57299	3389	0	0	124	0	2	0
2015-09-14 16:14:19	6	TCP	10.138.235.111	172.10.0.2	61435	3389	0	0	206	0	3	0
2015-09-14 16:14:19	6	TCP	10.138.235.111	172.10.0.2	61434	3389	0	0	206	0	3	0
2015-09-14 16:14:20	6	TCP	10.138.235.111	172.10.0.2	61439	3389	0	0	198	0	3	0
2015-09-14 16:14:20	1	OTHER	10.138.235.111	172.10.0.2	0	0	0	0	708	708	4	4
2015-09-14 16:14:20	6	TCP	10.138.235.111	172.10.0.2	61438	3389	0	0	206	0	3	0
2015-09-14 16:14:20	6	TCP	10.138.235.111	172.10.0.2	61437	3389	0	0	198	0	3	0
2015-09-14 16:14:20	6	TCP	10.138.235.111	172.10.0.2	61436	3389	0	0	260	58	4	1
2015-09-14 16:14:22	6	TCP	10.138.235.111	172.10.0.2	61440	3389	0	0	650	0	9	0
2015-09-14 16:14:22	6	TCP	10.138.235.111	172.10.0.2	61441	3389	0	0	650	0	9	0
2015-09-14 16:14:22	6	TCP	10.138.235.111	172.10.0.2	61447	3389	0	0	650	0	9	0
2015-09-14 16:14:22	6	TCP	10.138.235.111	172.10.0.2	61443	3389	0	0	618	0	9	0
2015-09-14 16:14:22	6	TCP	10.138.235.111	172.10.0.2	61446	3389	0	0	586	0	9	0
2015-09-14 16:14:22	6	TCP	10.138.235.111	172.10.0.2	61445	3389	0	0	618	0	9	0
2015-09-14 16:14:22	6	TCP	10.138.235.111	172.10.0.2	61442	3389	0	0	650	0	9	0
2015-09-14 16:14:22	6	TCP	10.138.235.111	172.10.0.2	61444	3389	0	0	650	0	9	0
