parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-13 10:24:00	6	TCP	10.17.15.10	172.10.0.3	40698	25	0	0	256	148	4	2
2015-09-13 10:24:00	6	TCP	10.17.15.10	172.10.0.3	40702	25	0	0	256	148	4	2
2015-09-13 10:24:00	6	TCP	10.17.15.10	172.10.0.3	40699	25	0	0	256	148	4	2
2015-09-13 10:24:00	6	TCP	10.17.15.10	172.10.0.3	40703	25	0	0	248	140	4	2
2015-09-13 10:24:00	6	TCP	10.17.15.10	172.10.0.3	40701	25	0	0	248	148	4	2
2015-09-13 10:24:00	6	TCP	10.17.15.10	172.10.0.3	40700	25	0	0	256	148	4	2
2015-09-13 10:24:01	6	TCP	10.17.15.10	172.10.0.3	40710	25	0	0	240	132	4	2
2015-09-13 10:24:01	1	OTHER	10.17.15.10	172.10.0.3	0	0	0	0	708	708	4	4
2015-09-13 10:24:04	6	TCP	10.17.15.10	172.10.0.3	26354	80	155	1412	433	1636	5	4
2015-09-13 10:24:04	6	TCP	10.17.15.10	172.10.0.3	26355	80	145	1412	423	1636	5	4
2015-09-13 10:24:04	6	TCP	10.17.15.10	172.10.0.3	26353	80	145	1412	423	1636	5	4
2015-09-13 10:24:09	6	TCP	10.17.15.10	172.10.0.3	26352	25	24	459	356	845	6	7
