parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-14 15:04:00	6	TCP	10.13.77.49	172.20.0.3	46011	25	0	0	112	58	2	1
2015-09-14 15:04:00	6	TCP	10.13.77.49	172.20.0.3	41090	25	0	0	112	58	2	1
2015-09-14 15:04:00	6	TCP	10.13.77.49	172.20.0.3	59036	80	0	0	112	58	2	1
2015-09-14 15:04:00	6	TCP	10.13.77.49	172.20.0.3	59326	80	0	0	112	58	2	1
2015-09-14 15:04:01	6	TCP	10.13.77.49	172.20.0.3	59037	80	0	0	112	58	2	1
2015-09-14 15:04:01	6	TCP	10.13.77.49	172.20.0.3	59327	80	0	0	58	58	1	1
2015-09-14 15:04:02	6	TCP	10.13.77.49	172.20.0.3	46012	25	0	0	112	58	2	1
2015-09-14 15:04:02	6	TCP	10.13.77.49	172.20.0.3	41091	25	0	0	112	58	2	1
2015-09-14 15:04:03	6	TCP	10.13.77.49	172.20.0.3	59328	80	0	0	112	58	2	1
2015-09-14 15:04:03	6	TCP	10.13.77.49	172.20.0.3	59038	80	0	0	112	58	2	1
2015-09-14 15:04:03	6	TCP	10.13.77.49	172.20.0.3	41092	25	0	0	112	58	2	1
2015-09-14 15:04:04	6	TCP	10.13.77.49	172.20.0.3	46013	25	0	0	112	58	2	1
2015-09-14 15:04:05	6	TCP	10.13.77.49	172.20.0.3	46014	25	0	0	112	58	2	1
2015-09-14 15:04:05	6	TCP	10.13.77.49	172.20.0.3	59039	80	0	0	112	58	2	1
2015-09-14 15:04:05	6	TCP	10.13.77.49	172.20.0.3	59329	80	0	0	112	58	2	1
2015-09-14 15:04:06	6	TCP	10.13.77.49	172.20.0.3	41093	25	0	0	112	58	2	1
2015-09-14 15:04:07	6	TCP	10.13.77.49	172.20.0.3	46015	25	0	0	112	58	2	1
2015-09-14 15:04:08	6	TCP	10.13.77.49	172.20.0.3	46016	25	0	0	112	58	2	1
2015-09-14 15:04:08	6	TCP	10.13.77.49	172.20.0.3	41094	25	0	0	112	58	2	1
2015-09-14 15:04:08	6	TCP	10.13.77.49	172.20.0.3	59041	80	0	0	112	58	2	1
2015-09-14 15:04:08	6	TCP	10.13.77.49	172.20.0.3	59331	80	0	0	112	58	2	1
2015-09-14 15:04:10	6	TCP	10.13.77.49	172.20.0.3	59042	80	0	0	112	58	2	1
2015-09-14 15:04:10	6	TCP	10.13.77.49	172.20.0.3	46017	25	0	0	112	58	2	1
2015-09-14 15:04:10	6	TCP	10.13.77.49	172.20.0.3	41095	25	0	0	112	58	2	1
2015-09-14 15:04:10	6	TCP	10.13.77.49	172.20.0.3	59332	80	0	0	112	58	2	1
2015-09-14 15:04:11	6	TCP	10.13.77.49	172.20.0.3	41096	25	0	0	112	58	2	1
2015-09-14 15:04:11	6	TCP	10.13.77.49	172.20.0.3	59333	80	0	0	112	58	2	1
2015-09-14 15:04:12	6	TCP	10.13.77.49	172.20.0.3	46018	25	0	0	112	58	2	1
2015-09-14 15:04:12	6	TCP	10.13.77.49	172.20.0.3	59043	80	0	0	112	58	2	1
2015-09-14 15:04:13	6	TCP	10.13.77.49	172.20.0.3	59334	80	0	0	112	58	2	1
2015-09-14 15:04:13	6	TCP	10.13.77.49	172.20.0.3	41097	25	0	0	112	58	2	1
2015-09-14 15:04:14	6	TCP	10.13.77.49	172.20.0.3	41098	25	0	0	112	58	2	1
2015-09-14 15:04:14	6	TCP	10.13.77.49	172.20.0.3	46019	25	0	0	112	58	2	1
2015-09-14 15:04:14	6	TCP	10.13.77.49	172.20.0.3	59044	80	0	0	112	58	2	1
2015-09-14 15:04:15	6	TCP	10.13.77.49	172.20.0.3	46020	25	0	0	112	58	2	1
2015-09-14 15:04:15	6	TCP	10.13.77.49	172.20.0.3	59335	80	0	0	112	58	2	1
2015-09-14 15:04:15	6	TCP	10.13.77.49	172.20.0.3	59045	80	0	0	112	58	2	1
2015-09-14 15:04:16	6	TCP	10.13.77.49	172.20.0.3	41099	25	0	0	112	58	2	1
2015-09-14 15:04:17	6	TCP	10.13.77.49	172.20.0.3	59046	80	0	0	112	58	2	1
2015-09-14 15:04:17	6	TCP	10.13.77.49	172.20.0.3	59336	80	0	0	112	58	2	1
2015-09-14 15:04:18	6	TCP	10.13.77.49	172.20.0.3	59047	80	0	0	112	58	2	1
2015-09-14 15:04:18	6	TCP	10.13.77.49	172.20.0.3	46021	25	0	0	112	58	2	1
2015-09-14 15:04:18	6	TCP	10.13.77.49	172.20.0.3	41100	25	0	0	112	58	2	1
2015-09-14 15:04:19	6	TCP	10.13.77.49	172.20.0.3	41101	25	0	0	112	58	2	1
2015-09-14 15:04:19	6	TCP	10.13.77.49	172.20.0.3	59337	80	0	0	112	58	2	1
2015-09-14 15:04:19	6	TCP	10.13.77.49	172.20.0.3	46022	25	0	0	112	58	2	1
2015-09-14 15:04:20	6	TCP	10.13.77.49	172.20.0.3	59048	80	0	0	112	58	2	1
2015-09-14 15:04:21	6	TCP	10.13.77.49	172.20.0.3	59049	80	0	0	112	58	2	1
2015-09-14 15:04:21	6	TCP	10.13.77.49	172.20.0.3	41102	25	0	0	112	58	2	1
2015-09-14 15:04:21	6	TCP	10.13.77.49	172.20.0.3	59338	80	0	0	112	58	2	1
2015-09-14 15:04:21	6	TCP	10.13.77.49	172.20.0.3	46023	25	0	0	112	58	2	1
2015-09-14 15:04:22	6	TCP	10.13.77.49	172.20.0.3	41103	25	0	0	58	58	1	1
2015-09-14 15:04:23	6	TCP	10.13.77.49	172.20.0.3	59050	80	0	0	112	58	2	1
2015-09-14 15:04:23	6	TCP	10.13.77.49	172.20.0.3	46024	25	0	0	112	58	2	1
2015-09-14 15:04:24	6	TCP	10.13.77.49	172.20.0.3	59339	80	0	0	54	0	1	0
2015-09-14 15:04:24	6	TCP	10.13.77.49	172.20.0.3	41104	25	0	0	112	58	2	1
2015-09-14 15:04:25	6	TCP	10.13.77.49	172.20.0.3	59051	80	0	0	112	58	2	1
2015-09-14 15:04:25	6	TCP	10.13.77.49	172.20.0.3	46025	25	0	0	112	58	2	1
2015-09-14 15:04:26	6	TCP	10.13.77.49	172.20.0.3	41105	25	0	0	112	58	2	1
2015-09-14 15:04:26	6	TCP	10.13.77.49	172.20.0.3	59052	80	0	0	112	58	2	1
2015-09-14 15:04:27	6	TCP	10.13.77.49	172.20.0.3	46026	25	0	0	112	58	2	1
2015-09-14 15:04:27	6	TCP	10.13.77.49	172.20.0.3	59341	80	0	0	112	58	2	1
2015-09-14 15:04:28	6	TCP	10.13.77.49	172.20.0.3	41106	25	0	0	112	58	2	1
2015-09-14 15:04:28	6	TCP	10.13.77.49	172.20.0.3	59340	80	0	0	112	116	2	2
2015-09-14 15:04:29	6	TCP	10.13.77.49	172.20.0.3	41107	25	0	0	112	58	2	1
2015-09-14 15:04:29	6	TCP	10.13.77.49	172.20.0.3	59342	80	0	0	112	58	2	1
2015-09-14 15:04:29	6	TCP	10.13.77.49	172.20.0.3	59053	80	0	0	112	58	2	1
2015-09-14 15:04:29	6	TCP	10.13.77.49	172.20.0.3	46027	25	0	0	112	58	2	1
2015-09-14 15:04:31	6	TCP	10.13.77.49	172.20.0.3	41108	25	0	0	112	58	2	1
2015-09-14 15:04:31	6	TCP	10.13.77.49	172.20.0.3	59054	80	0	0	112	58	2	1
2015-09-14 15:04:31	6	TCP	10.13.77.49	172.20.0.3	46028	25	0	0	112	58	2	1
2015-09-14 15:04:31	6	TCP	10.13.77.49	172.20.0.3	59343	80	0	0	112	58	2	1
2015-09-14 15:04:32	6	TCP	10.13.77.49	172.20.0.3	59344	80	0	0	112	58	2	1
2015-09-14 15:04:32	6	TCP	10.13.77.49	172.20.0.3	59055	80	0	0	112	58	2	1
2015-09-14 15:04:33	6	TCP	10.13.77.49	172.20.0.3	41109	25	0	0	112	58	2	1
2015-09-14 15:04:33	6	TCP	10.13.77.49	172.20.0.3	46029	25	0	0	112	58	2	1
2015-09-14 15:04:34	6	TCP	10.13.77.49	172.20.0.3	59056	80	0	0	112	58	2	1
2015-09-14 15:04:34	6	TCP	10.13.77.49	172.20.0.3	59345	80	0	0	112	58	2	1
2015-09-14 15:04:34	6	TCP	10.13.77.49	172.20.0.3	46030	25	0	0	112	58	2	1
2015-09-14 15:04:34	6	TCP	10.13.77.49	172.20.0.3	41110	25	0	0	112	58	2	1
2015-09-14 15:04:36	6	TCP	10.13.77.49	172.20.0.3	59346	80	0	0	112	58	2	1
2015-09-14 15:04:36	6	TCP	10.13.77.49	172.20.0.3	46031	25	0	0	112	58	2	1
2015-09-14 15:04:36	6	TCP	10.13.77.49	172.20.0.3	59057	80	0	0	112	58	2	1
2015-09-14 15:04:36	6	TCP	10.13.77.49	172.20.0.3	41111	25	0	0	112	58	2	1
2015-09-14 15:04:38	6	TCP	10.13.77.49	172.20.0.3	59058	80	0	0	112	58	2	1
2015-09-14 15:04:39	6	TCP	10.13.77.49	172.20.0.3	46032	25	0	0	112	58	2	1
2015-09-14 15:04:39	6	TCP	10.13.77.49	172.20.0.3	41112	25	0	0	112	58	2	1
2015-09-14 15:04:39	6	TCP	10.13.77.49	172.20.0.3	59347	80	0	0	112	58	2	1
2015-09-14 15:04:40	6	TCP	10.13.77.49	172.20.0.3	59059	80	0	0	112	58	2	1
2015-09-14 15:04:41	6	TCP	10.13.77.49	172.20.0.3	41113	25	0	0	112	58	2	1
2015-09-14 15:04:41	6	TCP	10.13.77.49	172.20.0.3	59348	80	0	0	112	58	2	1
2015-09-14 15:04:42	6	TCP	10.13.77.49	172.20.0.3	41114	25	0	0	58	58	1	1
2015-09-14 15:04:42	6	TCP	10.13.77.49	172.20.0.3	59349	80	0	0	112	58	2	1
2015-09-14 15:04:42	6	TCP	10.13.77.49	172.20.0.3	59060	80	0	0	112	58	2	1
2015-09-14 15:04:44	6	TCP	10.13.77.49	172.20.0.3	59061	80	0	0	112	58	2	1
2015-09-14 15:04:44	6	TCP	10.13.77.49	172.20.0.3	41115	25	0	0	112	58	2	1
2015-09-14 15:04:44	6	TCP	10.13.77.49	172.20.0.3	59350	80	0	0	112	58	2	1
2015-09-14 15:04:45	6	TCP	10.13.77.49	172.20.0.3	59062	80	0	0	112	58	2	1
2015-09-14 15:04:46	6	TCP	10.13.77.49	172.20.0.3	46033	25	0	0	112	58	2	1
2015-09-14 15:04:46	6	TCP	10.13.77.49	172.20.0.3	59351	80	0	0	112	58	2	1
