parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-14 15:01:01	6	TCP	10.13.77.49	172.20.0.15	40996	3389	0	0	112	58	2	1
2015-09-14 15:01:01	6	TCP	10.13.77.49	172.20.0.15	58945	80	0	0	112	58	2	1
2015-09-14 15:01:03	6	TCP	10.13.77.49	172.20.0.15	58946	80	0	0	112	58	2	1
2015-09-14 15:01:03	6	TCP	10.13.77.49	172.20.0.15	40997	3389	0	0	112	58	2	1
2015-09-14 15:01:05	6	TCP	10.13.77.49	172.20.0.15	40998	3389	0	0	112	58	2	1
2015-09-14 15:01:05	6	TCP	10.13.77.49	172.20.0.15	58947	80	0	0	112	58	2	1
2015-09-14 15:01:07	6	TCP	10.13.77.49	172.20.0.15	58948	80	0	0	112	58	2	1
2015-09-14 15:01:07	6	TCP	10.13.77.49	172.20.0.15	40999	3389	0	0	112	58	2	1
2015-09-14 15:01:10	6	TCP	10.13.77.49	172.20.0.15	58949	80	0	0	112	58	2	1
2015-09-14 15:01:10	6	TCP	10.13.77.49	172.20.0.15	41000	3389	0	0	58	54	1	1
2015-09-14 15:01:12	6	TCP	10.13.77.49	172.20.0.15	58950	80	0	0	112	58	2	1
2015-09-14 15:01:13	6	TCP	10.13.77.49	172.20.0.15	41002	3389	0	0	58	54	1	1
2015-09-14 15:01:14	6	TCP	10.13.77.49	172.20.0.15	58951	80	0	0	112	58	2	1
2015-09-14 15:01:15	6	TCP	10.13.77.49	172.20.0.15	41003	3389	0	0	58	54	1	1
2015-09-14 15:01:16	6	TCP	10.13.77.49	172.20.0.15	58952	80	0	0	112	58	2	1
2015-09-14 15:01:17	6	TCP	10.13.77.49	172.20.0.15	41004	3389	0	0	58	54	1	1
2015-09-14 15:01:18	6	TCP	10.13.77.49	172.20.0.15	58953	80	0	0	112	58	2	1
2015-09-14 15:01:19	6	TCP	10.13.77.49	172.20.0.15	41005	3389	0	0	58	54	1	1
2015-09-14 15:01:20	6	TCP	10.13.77.49	172.20.0.15	58954	80	0	0	112	58	2	1
2015-09-14 15:01:21	6	TCP	10.13.77.49	172.20.0.15	41006	3389	0	0	58	54	1	1
2015-09-14 15:01:22	6	TCP	10.13.77.49	172.20.0.15	58955	80	0	0	112	58	2	1
2015-09-14 15:01:23	6	TCP	10.13.77.49	172.20.0.15	41007	3389	0	0	58	54	1	1
2015-09-14 15:01:24	6	TCP	10.13.77.49	172.20.0.15	58956	80	0	0	112	58	2	1
2015-09-14 15:01:26	6	TCP	10.13.77.49	172.20.0.15	41009	3389	0	0	58	54	1	1
2015-09-14 15:01:26	6	TCP	10.13.77.49	172.20.0.15	58957	80	0	0	112	58	2	1
2015-09-14 15:01:28	6	TCP	10.13.77.49	172.20.0.15	58958	80	0	0	54	0	1	0
2015-09-14 15:01:29	6	TCP	10.13.77.49	172.20.0.15	58959	80	0	0	112	58	2	1
2015-09-14 15:01:30	6	TCP	10.13.77.49	172.20.0.15	41011	3389	0	0	58	54	1	1
2015-09-14 15:01:31	6	TCP	10.13.77.49	172.20.0.15	41010	3389	0	0	112	116	2	2
2015-09-14 15:01:31	6	TCP	10.13.77.49	172.20.0.15	58960	80	0	0	112	58	2	1
2015-09-14 15:01:34	6	TCP	10.13.77.49	172.20.0.15	58961	80	0	0	112	58	2	1
