parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51543	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51874	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51156	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51571	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51814	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51525	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51678	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51799	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51532	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	52073	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51904	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51345	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	50990	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51931	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	50978	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51346	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51574	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	52044	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51221	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51565	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51803	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51240	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51362	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	50938	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51975	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	50895	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51813	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	50781	80	0	0	108	0	2	0
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51898	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	50939	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	50940	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51978	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	50942	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51382	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51944	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	52169	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51979	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51694	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	52135	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	50936	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	50971	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51484	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51982	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	50998	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51093	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51681	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	50965	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	50964	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51067	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51760	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51460	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51672	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51796	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	50902	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51122	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51795	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51494	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	52155	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51539	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51632	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	50930	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51370	80	19	503	297	619	5	2
2015-09-11 12:29:00	6	TCP	10.200.20.2	172.30.0.4	51736	80	19	503	297	619	5	2
