parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-10 17:04:43	6	TCP	10.13.77.49	172.10.0.3	35732	25	0	94	224	318	4	4
2015-09-10 17:04:50	6	TCP	10.13.77.49	172.10.0.3	35734	3389	11	11	235	235	4	4
2015-09-10 17:04:50	6	TCP	10.13.77.49	172.10.0.3	35733	80	18	1412	296	1636	5	4
2015-09-10 17:04:57	6	TCP	10.13.77.49	172.10.0.3	61745	25	0	0	248	140	4	2
2015-09-10 17:04:57	6	TCP	10.13.77.49	172.10.0.3	61743	25	0	0	248	148	4	2
2015-09-10 17:04:57	6	TCP	10.13.77.49	172.10.0.3	61741	25	0	0	256	148	4	2
2015-09-10 17:04:57	6	TCP	10.13.77.49	172.10.0.3	61744	25	0	0	256	148	4	2
2015-09-10 17:04:57	6	TCP	10.13.77.49	172.10.0.3	61742	25	0	0	256	148	4	2
2015-09-10 17:04:57	6	TCP	10.13.77.49	172.10.0.3	61740	25	0	0	256	148	4	2
2015-09-10 17:04:58	6	TCP	10.13.77.49	172.10.0.3	61752	25	0	0	240	132	4	2
2015-09-10 17:04:58	1	OTHER	10.13.77.49	172.10.0.3	0	0	0	0	708	708	4	4
