parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-14 17:53:24	6	TCP	10.138.235.111	172.30.0.3	57363	25	0	94	286	318	5	4
2015-09-14 17:53:28	6	TCP	10.138.235.111	172.30.0.3	57364	80	18	1412	296	1636	5	4
2015-09-14 17:53:35	6	TCP	10.138.235.111	172.30.0.3	40571	25	0	0	256	148	4	2
2015-09-14 17:53:35	6	TCP	10.138.235.111	172.30.0.3	40572	25	0	0	248	148	4	2
2015-09-14 17:53:35	6	TCP	10.138.235.111	172.30.0.3	40569	25	0	0	256	148	4	2
2015-09-14 17:53:35	6	TCP	10.138.235.111	172.30.0.3	40570	25	0	0	256	148	4	2
2015-09-14 17:53:36	6	TCP	10.138.235.111	172.30.0.3	40574	25	0	0	248	140	4	2
2015-09-14 17:53:36	6	TCP	10.138.235.111	172.30.0.3	40581	25	0	0	240	132	4	2
2015-09-14 17:53:36	6	TCP	10.138.235.111	172.30.0.3	40573	25	0	0	256	148	4	2
2015-09-14 17:53:36	1	OTHER	10.138.235.111	172.30.0.3	0	0	0	0	708	708	4	4
2015-09-14 17:53:38	6	TCP	10.138.235.111	172.30.0.3	57376	80	155	1412	433	1636	5	4
2015-09-14 17:53:38	6	TCP	10.138.235.111	172.30.0.3	57375	80	145	1412	423	1636	5	4
2015-09-14 17:53:38	6	TCP	10.138.235.111	172.30.0.3	57374	80	145	1412	423	1636	5	4
2015-09-14 17:53:43	6	TCP	10.138.235.111	172.30.0.3	57373	25	24	462	356	848	6	7
