parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-14 15:16:00	6	TCP	10.13.77.49	172.20.0.3	59299	80	0	0	112	58	2	1
2015-09-14 15:16:01	6	TCP	10.13.77.49	172.20.0.3	21433	80	18	1412	296	1636	5	4
2015-09-14 15:16:01	6	TCP	10.13.77.49	172.20.0.3	59300	80	0	0	112	58	2	1
2015-09-14 15:16:02	6	TCP	10.13.77.49	172.20.0.3	21438	80	18	1412	296	1636	5	4
2015-09-14 15:16:02	6	TCP	10.13.77.49	172.20.0.3	59301	80	0	0	112	58	2	1
2015-09-14 15:16:04	6	TCP	10.13.77.49	172.20.0.3	59302	80	0	0	112	58	2	1
2015-09-14 15:16:05	6	TCP	10.13.77.49	172.20.0.3	46022	25	0	0	256	148	4	2
2015-09-14 15:16:05	6	TCP	10.13.77.49	172.20.0.3	59303	80	0	0	112	58	2	1
2015-09-14 15:16:05	6	TCP	10.13.77.49	172.20.0.3	46021	25	0	0	256	148	4	2
2015-09-14 15:16:06	6	TCP	10.13.77.49	172.20.0.3	46024	25	0	0	248	148	4	2
2015-09-14 15:16:06	6	TCP	10.13.77.49	172.20.0.3	46026	25	0	0	248	140	4	2
2015-09-14 15:16:06	6	TCP	10.13.77.49	172.20.0.3	41176	25	0	0	256	148	4	2
2015-09-14 15:16:06	6	TCP	10.13.77.49	172.20.0.3	41180	25	0	0	256	148	4	2
2015-09-14 15:16:06	6	TCP	10.13.77.49	172.20.0.3	46023	25	0	0	256	148	4	2
2015-09-14 15:16:06	6	TCP	10.13.77.49	172.20.0.3	46033	25	0	0	240	132	4	2
2015-09-14 15:16:06	6	TCP	10.13.77.49	172.20.0.3	41178	25	0	0	256	148	4	2
2015-09-14 15:16:06	6	TCP	10.13.77.49	172.20.0.3	46025	25	0	0	256	148	4	2
2015-09-14 15:16:06	6	TCP	10.13.77.49	172.20.0.3	41179	25	0	0	248	148	4	2
2015-09-14 15:16:06	6	TCP	10.13.77.49	172.20.0.3	41177	25	0	0	256	148	4	2
2015-09-14 15:16:06	6	TCP	10.13.77.49	172.20.0.3	41181	25	0	0	248	140	4	2
2015-09-14 15:16:07	6	TCP	10.13.77.49	172.20.0.3	46032	25	0	0	496	280	8	4
2015-09-14 15:16:07	6	TCP	10.13.77.49	172.20.0.3	41188	25	0	0	240	132	4	2
2015-09-14 15:16:07	6	TCP	10.13.77.49	172.20.0.3	59304	80	0	0	112	58	2	1
2015-09-14 15:16:08	6	TCP	10.13.77.49	172.20.0.3	21445	80	145	1412	423	1636	5	4
2015-09-14 15:16:08	6	TCP	10.13.77.49	172.20.0.3	21456	80	155	1412	433	1636	5	4
2015-09-14 15:16:08	6	TCP	10.13.77.49	172.20.0.3	21446	80	145	1412	423	1636	5	4
2015-09-14 15:16:08	6	TCP	10.13.77.49	172.20.0.3	21457	80	145	1412	423	1636	5	4
2015-09-14 15:16:08	6	TCP	10.13.77.49	172.20.0.3	59305	80	0	0	112	58	2	1
2015-09-14 15:16:08	6	TCP	10.13.77.49	172.20.0.3	21447	80	155	1412	433	1636	5	4
2015-09-14 15:16:08	6	TCP	10.13.77.49	172.20.0.3	21455	80	145	1412	423	1636	5	4
2015-09-14 15:16:09	6	TCP	10.13.77.49	172.20.0.3	59306	80	0	0	112	58	2	1
2015-09-14 15:16:11	6	TCP	10.13.77.49	172.20.0.3	59307	80	0	0	112	58	2	1
2015-09-14 15:16:12	6	TCP	10.13.77.49	172.20.0.3	59308	80	0	0	112	58	2	1
2015-09-14 15:16:13	6	TCP	10.13.77.49	172.20.0.3	21444	25	24	459	356	845	6	7
2015-09-14 15:16:14	6	TCP	10.13.77.49	172.20.0.3	59309	80	0	0	112	58	2	1
2015-09-14 15:16:15	6	TCP	10.13.77.49	172.20.0.3	59310	80	0	0	112	58	2	1
2015-09-14 15:16:16	6	TCP	10.13.77.49	172.20.0.3	59311	80	0	0	112	58	2	1
2015-09-14 15:16:18	6	TCP	10.13.77.49	172.20.0.3	59312	80	0	0	112	58	2	1
2015-09-14 15:16:18	6	TCP	10.13.77.49	172.20.0.3	21454	25	24	459	356	845	6	7
2015-09-14 15:16:19	6	TCP	10.13.77.49	172.20.0.3	59313	80	0	0	112	58	2	1
2015-09-14 15:16:21	6	TCP	10.13.77.49	172.20.0.3	59314	80	0	0	112	58	2	1
2015-09-14 15:16:23	6	TCP	10.13.77.49	172.20.0.3	21470	25	0	94	224	318	4	4
2015-09-14 15:16:29	6	TCP	10.13.77.49	172.20.0.3	21471	80	18	1412	296	1636	5	4
2015-09-14 15:16:34	6	TCP	10.13.77.49	172.20.0.3	59252	25	0	0	256	148	4	2
2015-09-14 15:16:34	1	OTHER	10.13.77.49	172.20.0.3	0	0	0	0	2832	2832	16	16
2015-09-14 15:16:34	6	TCP	10.13.77.49	172.20.0.3	59255	25	0	0	248	140	4	2
2015-09-14 15:16:34	6	TCP	10.13.77.49	172.20.0.3	59251	25	0	0	256	148	4	2
2015-09-14 15:16:34	6	TCP	10.13.77.49	172.20.0.3	59254	25	0	0	256	148	4	2
