parseddate	pcode	pcode	srcip	dstip	sport	dport	sfirst	dfirst	stotal	dtotal	spkts	dpkts
2015-09-13 22:31:02	6	TCP	10.12.15.152	172.10.0.3	39096	80	18	1412	296	1636	5	4
2015-09-13 22:31:02	6	TCP	10.12.15.152	172.10.0.3	39097	3389	11	11	235	235	4	4
2015-09-13 22:31:08	6	TCP	10.12.15.152	172.10.0.3	49455	25	0	0	256	148	4	2
2015-09-13 22:31:08	6	TCP	10.12.15.152	172.10.0.3	49454	25	0	0	256	148	4	2
2015-09-13 22:31:08	6	TCP	10.12.15.152	172.10.0.3	49456	25	0	0	256	148	4	2
2015-09-13 22:31:09	6	TCP	10.12.15.152	172.10.0.3	49457	25	0	0	248	148	4	2
2015-09-13 22:31:09	6	TCP	10.12.15.152	172.10.0.3	49458	25	0	0	256	148	4	2
2015-09-13 22:31:09	1	OTHER	10.12.15.152	172.10.0.3	0	0	0	0	708	708	4	4
2015-09-13 22:31:09	6	TCP	10.12.15.152	172.10.0.3	49466	25	0	0	240	132	4	2
2015-09-13 22:31:09	6	TCP	10.12.15.152	172.10.0.3	49459	25	0	0	248	140	4	2
2015-09-13 22:31:11	6	TCP	10.12.15.152	172.10.0.3	39111	80	155	1412	433	1636	5	4
2015-09-13 22:31:11	6	TCP	10.12.15.152	172.10.0.3	39113	80	145	1412	423	1636	5	4
2015-09-13 22:31:11	6	TCP	10.12.15.152	172.10.0.3	39112	80	145	1412	423	1636	5	4
2015-09-13 22:31:16	6	TCP	10.12.15.152	172.10.0.3	39110	25	24	460	356	846	6	7
